item_id	path_type	path	included	assigned_agent	bytes	sha16	depth	core_descendant_files	reason
ENHANCE_RLCR_WITH_REVIEW_LOOP-SKIP-022	file	tests/fixtures/reactions.json	no		113	4e52cd2296f73ada	3		fixture/mock data; not a core algorithm file
ENHANCE_RLCR_WITH_REVIEW_LOOP-SKIP-023	file	tests/fixtures/review-comments.json	no		3	37517e5f3dc66819	3		fixture/mock data; not a core algorithm file
ENHANCE_RLCR_WITH_REVIEW_LOOP-SKIP-024	file	tests/fixtures/review_comments.json	no		512	eb230b1311e2a44c	3		fixture/mock data; not a core algorithm file
ENHANCE_RLCR_WITH_REVIEW_LOOP-SKIP-025	file	tests/mocks/gh	no		8205	c7060e9672a96d94	3		fixture/mock data; not a core algorithm file
ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-128	file	tests/robustness/test-base-branch-detection.sh	yes	agent_08	6042	8f1b2a450a732504	3		executable specification for core algorithm behavior
ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-129	file	tests/robustness/test-cancel-security-robustness.sh	yes	agent_09	14738	7a605131df07cf26	3		executable specification for core algorithm behavior
ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-130	file	tests/robustness/test-git-operations-robustness.sh	yes	agent_10	14267	fcf81f78483f8332	3		executable specification for core algorithm behavior
ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-131	file	tests/robustness/test-goal-tracker-robustness.sh	yes	agent_11	13967	4773c65cd8819d5c	3		executable specification for core algorithm behavior
ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-132	file	tests/robustness/test-hook-input-robustness.sh	yes	agent_12	22458	bd62ce59be3cb3a4	3		executable specification for core algorithm behavior
ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-133	file	tests/robustness/test-path-validation-robustness.sh	yes	agent_13	12849	df05e1d3a344e4ff	3		executable specification for core algorithm behavior
ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-134	file	tests/robustness/test-plan-file-robustness.sh	yes	agent_14	14625	270008862c56803b	3		executable specification for core algorithm behavior
ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-135	file	tests/robustness/test-session-robustness.sh	yes	agent_15	10008	6f8a86db334733e4	3		executable specification for core algorithm behavior
ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-136	file	tests/robustness/test-state-file-robustness.sh	yes	agent_16	11638	8ca7c90728279c84	3		executable specification for core algorithm behavior
ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-137	file	tests/robustness/test-template-stress-robustness.sh	yes	agent_17	8882	8df6f3689da68172	3		executable specification for core algorithm behavior
ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-138	file	tests/robustness/test-timeout-robustness.sh	yes	agent_18	7794	f97a9e59be243845	3		executable specification for core algorithm behavior
