item_id	path_type	path	included	assigned_agent	bytes	sha16	depth	core_descendant_files	reason
ASK_GEMINI-HZ-161	file	prompt-template/block/todos-file-access.md	yes	agent_11	284	95e12d3989ac1546	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-162	file	prompt-template/block/unpushed-commits.md	yes	agent_12	348	0551bb132865f477	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-163	file	prompt-template/block/work-summary-missing.md	yes	agent_13	335	b436e5c7da62fb36	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-164	file	prompt-template/block/wrong-contract-location.md	yes	agent_14	130	555e88b9bd54ba61	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-165	file	prompt-template/block/wrong-directory-path.md	yes	agent_15	152	f5ef742284113e9f	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-166	file	prompt-template/block/wrong-file-location.md	yes	agent_16	318	7694ce22d3e717d5	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-167	file	prompt-template/block/wrong-round-file.md	yes	agent_17	343	95e644ffc2acb524	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-168	file	prompt-template/block/wrong-round-number.md	yes	agent_18	225	b0cda8096b43ed73	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-169	file	prompt-template/block/wrong-summary-location.md	yes	agent_19	109	631a6877e9b14def	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-170	file	prompt-template/claude/agent-teams-continue.md	yes	agent_20	1767	0c0dd78f9ec054e9	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-171	file	prompt-template/claude/agent-teams-core.md	yes	agent_21	3111	251d1162231e208f	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-172	file	prompt-template/claude/agent-teams-instructions.md	yes	agent_22	638	357c69f2bea2c736	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-173	file	prompt-template/claude/drift-replan-prompt.md	yes	agent_23	2756	1e7811c7d754302a	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-174	file	prompt-template/claude/finalize-phase-prompt.md	yes	agent_24	1840	a3b1714c39cfa3b3	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-175	file	prompt-template/claude/finalize-phase-skipped-prompt.md	yes	agent_25	1750	c921fcce36372b6e	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-176	file	prompt-template/claude/goal-tracker-update-request.md	yes	agent_26	708	1f6f37265aad21af	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-177	file	prompt-template/claude/methodology-analysis-prompt.md	yes	agent_27	4033	feb1846e341c5194	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-178	file	prompt-template/claude/next-round-footer.md	yes	agent_28	448	3cb3f7d1cd4c23eb	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-179	file	prompt-template/claude/next-round-prompt.md	yes	agent_29	2874	d4ced45df112c4e6	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-180	file	prompt-template/claude/open-question-notice.md	yes	agent_30	181	f719a3f70b3ad88d	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-181	file	prompt-template/claude/post-alignment-action-items.md	yes	agent_01	499	7c1cb6743cf646bd	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-182	file	prompt-template/claude/push-every-round-note.md	yes	agent_02	101	786793c424471d77	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-183	file	prompt-template/claude/review-phase-prompt.md	yes	agent_03	2222	1a5db4dad517b086	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-184	file	prompt-template/codex/code-review-phase.md	yes	agent_04	1273	7732ef716b716cfa	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-185	file	prompt-template/codex/full-alignment-review.md	yes	agent_05	4889	d25bb3d9d20395bd	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-186	file	prompt-template/codex/goal-tracker-update-section.md	yes	agent_06	1269	1df5d3f0b11e3ab4	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-187	file	prompt-template/codex/regular-review.md	yes	agent_07	4801	2be3e2640d3d2789	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-188	file	prompt-template/plan/gen-plan-template.md	yes	agent_08	5133	318860561f0591d2	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-189	file	prompt-template/plan/refine-plan-qa-template.md	yes	agent_09	3133	a8dba751e514b34b	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-190	file	prompt-template/pr-loop/codex-goal-tracker-update.md	yes	agent_10	2008	5243ce9a0b095b92	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-191	file	prompt-template/pr-loop/critical-requirements-has-comments.md	yes	agent_11	654	25fa79c23496b68b	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-192	file	prompt-template/pr-loop/critical-requirements-no-comments.md	yes	agent_12	585	d29a14c30d60898b	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-193	file	prompt-template/pr-loop/goal-tracker-initial.md	yes	agent_13	725	4489e2fdf92f879d	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-194	file	prompt-template/pr-loop/round-0-header.md	yes	agent_14	333	31e5f99f1dc163a6	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-195	file	prompt-template/pr-loop/round-0-task-has-comments.md	yes	agent_15	1390	20d190147f779e4f	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-196	file	prompt-template/pr-loop/round-0-task-no-comments.md	yes	agent_16	1066	c184172250797df4	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ASK_GEMINI-HZ-197	file	scripts/lib/config-loader.sh	yes	agent_17	4969	278d718f8647547b	3		runtime script implementing workflow, routing, monitor, validation, or state behavior
ASK_GEMINI-HZ-198	file	scripts/lib/model-router.sh	yes	agent_18	2243	894e35ca14f07169	3		runtime script implementing workflow, routing, monitor, validation, or state behavior
ASK_GEMINI-HZ-199	file	scripts/lib/monitor-common.sh	yes	agent_19	19183	74f0de763fbb70ee	3		runtime script implementing workflow, routing, monitor, validation, or state behavior
ASK_GEMINI-HZ-200	file	scripts/lib/monitor-skill.sh	yes	agent_20	21896	b4b675ca8c733120	3		runtime script implementing workflow, routing, monitor, validation, or state behavior
ASK_GEMINI-HZ-201	file	skills/ask-codex/SKILL.md	yes	agent_21	1983	9245320c5b34ac8f	3		skill instruction defining algorithmic workflow behavior
ASK_GEMINI-HZ-202	file	skills/ask-gemini/SKILL.md	yes	agent_22	2410	3836ca9c30c515bc	3		skill instruction defining algorithmic workflow behavior
ASK_GEMINI-HZ-203	file	skills/humanize-gen-plan/SKILL.md	yes	agent_23	3958	db43e84e348cfaf0	3		skill instruction defining algorithmic workflow behavior
ASK_GEMINI-HZ-204	file	skills/humanize-refine-plan/SKILL.md	yes	agent_24	6293	d97eb66a425f96cb	3		skill instruction defining algorithmic workflow behavior
ASK_GEMINI-HZ-205	file	skills/humanize-rlcr/SKILL.md	yes	agent_25	3688	c6195261c9cde0ef	3		skill instruction defining algorithmic workflow behavior
ASK_GEMINI-HZ-206	file	skills/humanize/SKILL.md	yes	agent_26	8891	ebbfac0015dba85f	3		skill instruction defining algorithmic workflow behavior
ASK_GEMINI-SKIP-027	file	tests/fixtures/comment-reactions.json	no		142	f7d65ec67f648747	3		fixture/mock data; not a core algorithm file
ASK_GEMINI-SKIP-028	file	tests/fixtures/issue-comments.json	no		102	5cd95080cf7416c2	3		fixture/mock data; not a core algorithm file
ASK_GEMINI-SKIP-029	file	tests/fixtures/issue_comments.json	no		658	ced611db7e54cefc	3		fixture/mock data; not a core algorithm file
ASK_GEMINI-SKIP-030	file	tests/fixtures/pr-reviews.json	no		134	8d0dfa2305063094	3		fixture/mock data; not a core algorithm file
ASK_GEMINI-SKIP-031	file	tests/fixtures/pr_reviews.json	no		827	ff87c6739a885694	3		fixture/mock data; not a core algorithm file
ASK_GEMINI-SKIP-032	file	tests/fixtures/reactions.json	no		113	4e52cd2296f73ada	3		fixture/mock data; not a core algorithm file
ASK_GEMINI-SKIP-033	file	tests/fixtures/review-comments.json	no		3	37517e5f3dc66819	3		fixture/mock data; not a core algorithm file
ASK_GEMINI-SKIP-034	file	tests/fixtures/review_comments.json	no		512	eb230b1311e2a44c	3		fixture/mock data; not a core algorithm file
ASK_GEMINI-SKIP-035	file	tests/mocks/gh	no		8535	8b90652e7d4ba8a9	3		fixture/mock data; not a core algorithm file
ASK_GEMINI-HZ-207	file	tests/robustness/test-base-branch-detection.sh	yes	agent_27	6050	277bcfeea971ba4e	3		executable specification for core algorithm behavior
ASK_GEMINI-HZ-208	file	tests/robustness/test-cancel-security-robustness.sh	yes	agent_28	14746	ef8cc0df9e81052d	3		executable specification for core algorithm behavior
ASK_GEMINI-HZ-209	file	tests/robustness/test-concurrent-state-robustness.sh	yes	agent_29	16016	0cf8c07a30376d83	3		executable specification for core algorithm behavior
ASK_GEMINI-HZ-210	file	tests/robustness/test-git-operations-robustness.sh	yes	agent_30	14275	ac188ce97f898f3f	3		executable specification for core algorithm behavior
ASK_GEMINI-HZ-211	file	tests/robustness/test-goal-tracker-robustness.sh	yes	agent_01	16254	f7171f57e50f9f00	3		executable specification for core algorithm behavior
ASK_GEMINI-HZ-212	file	tests/robustness/test-hook-input-robustness.sh	yes	agent_02	22490	f12c935c07a08e44	3		executable specification for core algorithm behavior
ASK_GEMINI-HZ-213	file	tests/robustness/test-hook-system-robustness.sh	yes	agent_03	29866	68988aaebc48b76a	3		executable specification for core algorithm behavior
ASK_GEMINI-HZ-214	file	tests/robustness/test-path-validation-robustness.sh	yes	agent_04	13584	02c137156fdfa087	3		executable specification for core algorithm behavior
ASK_GEMINI-HZ-215	file	tests/robustness/test-plan-file-robustness.sh	yes	agent_05	15380	0c631c8dc1de0dee	3		executable specification for core algorithm behavior
ASK_GEMINI-HZ-216	file	tests/robustness/test-pr-loop-api-fetch.sh	yes	agent_06	507	39b957f3f68b39f7	3		executable specification for core algorithm behavior
ASK_GEMINI-HZ-217	file	tests/robustness/test-pr-loop-api-poll.sh	yes	agent_07	458	761998d883e78d29	3		executable specification for core algorithm behavior
ASK_GEMINI-HZ-218	file	tests/robustness/test-pr-loop-api-robustness.sh	yes	agent_08	28609	6c9eade3f645cddb	3		executable specification for core algorithm behavior
ASK_GEMINI-HZ-219	file	tests/robustness/test-session-robustness.sh	yes	agent_09	10123	94a56a166a389bc9	3		executable specification for core algorithm behavior
ASK_GEMINI-HZ-220	file	tests/robustness/test-setup-scripts-robustness.sh	yes	agent_10	49888	87fdafeb737b78f1	3		executable specification for core algorithm behavior
ASK_GEMINI-HZ-221	file	tests/robustness/test-state-file-robustness.sh	yes	agent_11	15546	451992541cd68bde	3		executable specification for core algorithm behavior
ASK_GEMINI-HZ-222	file	tests/robustness/test-state-transition-robustness.sh	yes	agent_12	12297	93630a1f6cdf68f3	3		executable specification for core algorithm behavior
ASK_GEMINI-HZ-223	file	tests/robustness/test-template-error-robustness.sh	yes	agent_13	10945	4dfe7459defb61b2	3		executable specification for core algorithm behavior
ASK_GEMINI-HZ-224	file	tests/robustness/test-template-stress-robustness.sh	yes	agent_14	8890	2a8da599b7357f04	3		executable specification for core algorithm behavior
ASK_GEMINI-HZ-225	file	tests/robustness/test-timeout-robustness.sh	yes	agent_15	7802	3b1c3eb540328bd9	3		executable specification for core algorithm behavior
